product_id,vendor_id,market_date,customer_id,quantity,cost_to_customer_per_qty,transaction_time
3,7,27/07/2019,8,1,0.5,13:47:00
3,7,27/07/2019,8,2,0.5,13:53:00
3,7,27/07/2019,10,5,0.5,10:34:00
3,7,27/07/2019,20,3,0.5,13:32:00
3,7,27/07/2019,20,4,0.5,13:59:00
3,7,31/07/2019,1,5,0.5,16:33:00
3,7,31/07/2019,7,3,0.5,18:51:00
3,7,31/07/2019,19,4,0.5,18:11:00
3,7,31/07/2019,58,2,0.5,12:39:00
3,7,03/08/2019,2,3,0.5,08:27:00
3,7,03/08/2019,2,3,0.5,09:25:00
3,7,03/08/2019,3,1,0.5,09:28:00
3,7,03/08/2019,8,4,0.5,11:22:00
3,7,03/08/2019,11,5,0.5,12:33:00
3,7,03/08/2019,15,1,0.5,11:35:00
3,7,03/08/2019,22,6,0.5,12:07:00
3,7,03/08/2019,22,3,0.5,12:22:00
3,7,07/08/2019,4,3,0.5,16:48:00
3,7,07/08/2019,5,4,0.5,18:15:00
3,7,07/08/2019,5,1,0.5,18:53:00
3,7,07/08/2019,10,4,0.5,18:48:00
3,7,07/08/2019,17,1,0.5,16:34:00
3,7,07/08/2019,23,2,0.5,18:36:00
3,7,07/08/2019,23,4,0.5,18:51:00
3,7,10/08/2019,5,1,0.5,10:34:00
3,7,10/08/2019,14,5,0.5,09:35:00
3,7,14/08/2019,2,5,0.5,18:49:00
3,7,14/08/2019,4,1,0.5,17:31:00
3,7,14/08/2019,16,2,0.5,18:37:00
3,7,17/08/2019,1,3,0.5,13:55:00
3,7,17/08/2019,5,4,0.5,13:44:00
3,7,17/08/2019,10,2,0.5,09:26:00
3,7,17/08/2019,14,2,0.5,09:28:00
3,7,17/08/2019,14,4,0.5,09:31:00
3,7,17/08/2019,17,3,0.5,13:17:00
3,7,17/08/2019,17,1,0.5,13:30:00
3,7,17/08/2019,26,5,0.5,13:44:00
3,7,21/08/2019,4,3,0.5,17:34:00
3,7,21/08/2019,4,4,0.5,18:09:00
3,7,21/08/2019,5,5,0.5,17:22:00
3,7,21/08/2019,10,3,0.5,17:18:00
3,7,21/08/2019,10,4,0.5,17:19:00
3,7,21/08/2019,12,4,0.5,18:52:00
3,7,21/08/2019,17,3,0.5,18:59:00
3,7,21/08/2019,24,3,0.5,18:56:00
3,7,24/08/2019,2,5,0.5,09:12:00
3,7,24/08/2019,2,3,0.5,09:46:00
3,7,24/08/2019,3,2,0.5,10:32:00
3,7,24/08/2019,3,4,0.5,11:36:00
3,7,24/08/2019,6,4,0.5,08:56:00
3,7,24/08/2019,8,5,0.5,11:47:00
3,7,24/08/2019,13,4,0.5,13:02:00
3,7,24/08/2019,17,4,0.5,08:47:00
3,7,24/08/2019,23,4,0.5,13:28:00
3,7,28/08/2019,2,4,0.5,16:28:00
3,7,28/08/2019,8,1,0.5,17:40:00
3,7,31/08/2019,1,5,0.5,11:38:00
3,7,31/08/2019,2,2,0.5,11:02:00
3,7,31/08/2019,3,4,0.5,08:47:00
3,7,31/08/2019,6,2,0.5,13:37:00
3,7,31/08/2019,8,4,0.5,12:51:00
3,7,31/08/2019,24,3,0.5,10:19:00
3,7,04/09/2019,2,2,0.5,18:39:00
3,7,04/09/2019,7,4,0.5,17:09:00
3,7,04/09/2019,12,4,0.5,17:09:00
3,7,04/09/2019,20,3,0.5,17:20:00
3,7,07/09/2019,1,4,0.5,12:08:00
3,7,07/09/2019,1,2,0.5,12:22:00
3,7,07/09/2019,4,1,0.5,13:53:00
3,7,07/09/2019,5,1,0.5,12:46:00
3,7,07/09/2019,6,2,0.5,11:31:00
3,7,07/09/2019,6,3,0.5,11:53:00
3,7,07/09/2019,10,2,0.5,13:21:00
3,7,07/09/2019,14,4,0.5,13:25:00
3,7,07/09/2019,14,5,0.5,13:28:00
3,7,07/09/2019,24,2,0.5,09:23:00
3,7,11/09/2019,1,4,0.5,16:28:00
3,7,11/09/2019,2,5,0.5,17:21:00
3,7,11/09/2019,5,4,0.5,18:54:00
3,7,11/09/2019,6,3,0.5,17:06:00
3,7,11/09/2019,22,5,0.5,18:41:00
3,7,14/09/2019,12,4,0.5,11:10:00
3,7,14/09/2019,14,4,0.5,09:09:00
3,7,14/09/2019,17,2,0.5,12:32:00
3,7,14/09/2019,25,5,0.5,12:47:00
3,7,14/09/2019,25,3,0.5,13:22:00
3,7,18/09/2019,8,1,0.5,17:14:00
3,7,18/09/2019,9,5,0.5,17:16:00
3,7,18/09/2019,17,3,0.5,18:48:00
3,7,18/09/2019,18,2,0.5,18:52:00
3,7,18/09/2019,18,2,0.5,18:54:00
3,7,21/09/2019,2,3,0.5,09:24:00
3,7,21/09/2019,5,4,0.5,12:54:00
3,7,21/09/2019,6,5,0.5,13:42:00
3,7,21/09/2019,13,5,0.5,10:56:00
3,7,21/09/2019,13,1,0.5,11:05:00
3,7,25/09/2019,1,1,0.5,18:59:00
3,7,25/09/2019,3,2,0.5,17:39:00
3,7,25/09/2019,7,3,0.5,16:36:00
3,7,25/09/2019,10,2,0.5,17:30:00
3,7,25/09/2019,12,5,0.5,18:19:00
3,7,25/09/2019,12,4,0.5,18:35:00
3,7,25/09/2019,15,1,0.5,16:26:00
3,7,28/09/2019,3,2,0.5,13:31:00
3,7,28/09/2019,7,3,0.5,13:17:00
3,7,28/09/2019,8,3,0.5,13:54:00
3,7,28/09/2019,9,5,0.5,11:17:00
3,7,28/09/2019,12,3,0.5,12:56:00
3,7,28/09/2019,18,5,0.5,10:47:00
3,7,28/09/2019,19,8,0.5,13:32:00
3,7,28/09/2019,21,3,0.5,09:05:00
3,7,01/07/2020,1,5,0.5,18:23:00
3,7,01/07/2020,3,3,0.5,16:34:00
3,7,01/07/2020,3,3,0.5,16:38:00
3,7,01/07/2020,4,4,0.5,16:18:00
3,7,01/07/2020,4,4,0.5,17:19:00
3,7,01/07/2020,5,2,0.5,17:03:00
3,7,01/07/2020,8,1,0.5,17:46:00
3,7,01/07/2020,13,1,0.5,18:48:00
3,7,01/07/2020,15,2,0.5,18:34:00
3,7,01/07/2020,15,3,0.5,18:52:00
3,7,04/07/2020,6,4,0.5,12:06:00
3,7,04/07/2020,7,5,0.5,08:49:00
3,7,04/07/2020,8,2,0.5,12:15:00
3,7,04/07/2020,9,4,0.5,11:20:00
3,7,04/07/2020,10,3,0.5,13:12:00
3,7,04/07/2020,19,4,0.5,13:38:00
3,7,04/07/2020,26,3,0.5,12:09:00
3,7,04/07/2020,26,4,0.5,12:47:00
3,7,08/07/2020,3,4,0.5,18:52:00
3,7,08/07/2020,4,4,0.5,17:11:00
3,7,08/07/2020,5,3,0.5,18:54:00
3,7,08/07/2020,5,1,0.5,18:55:00
3,7,08/07/2020,10,2,0.5,18:42:00
3,7,11/07/2020,1,5,0.5,08:41:00
3,7,11/07/2020,2,3,0.5,13:49:00
3,7,11/07/2020,2,2,0.5,13:59:00
3,7,11/07/2020,5,3,0.5,10:21:00
3,7,11/07/2020,10,2,0.5,11:35:00
3,7,11/07/2020,14,3,0.5,13:52:00
3,7,11/07/2020,14,3,0.5,13:56:00
3,7,11/07/2020,19,4,0.5,13:45:00
3,7,11/07/2020,19,2,0.5,13:53:00
3,7,11/07/2020,26,2,0.5,12:44:00
3,7,11/07/2020,26,2,0.5,13:28:00
3,7,15/07/2020,4,2,0.5,16:09:00
3,7,15/07/2020,4,5,0.5,16:47:00
3,7,15/07/2020,8,2,0.5,18:10:00
3,7,15/07/2020,15,5,0.5,16:54:00
3,7,15/07/2020,15,4,0.5,17:24:00
3,7,15/07/2020,19,3,0.5,17:06:00
3,7,15/07/2020,19,2,0.5,17:41:00
3,7,15/07/2020,20,3,0.5,18:02:00
3,7,18/07/2020,1,1,0.5,10:52:00
3,7,18/07/2020,1,3,0.5,11:26:00
3,7,18/07/2020,3,2,0.5,13:30:00
3,7,18/07/2020,5,4,0.5,11:05:00
3,7,18/07/2020,5,5,0.5,11:15:00
3,7,18/07/2020,6,4,0.5,10:01:00
3,7,18/07/2020,8,2,0.5,11:59:00
3,7,18/07/2020,20,3,0.5,12:09:00
3,7,18/07/2020,20,5,0.5,12:37:00
3,7,22/07/2020,2,2,0.5,18:29:00
3,7,22/07/2020,3,3,0.5,17:16:00
3,7,22/07/2020,10,2,0.5,17:47:00
3,7,22/07/2020,15,3,0.5,17:33:00
3,7,22/07/2020,18,4,0.5,17:34:00
3,7,25/07/2020,3,2,0.5,13:34:00
3,7,25/07/2020,7,1,0.5,09:21:00
3,7,25/07/2020,10,3,0.5,11:32:00
3,7,25/07/2020,14,5,0.5,11:07:00
3,7,25/07/2020,17,5,0.5,11:16:00
3,7,25/07/2020,17,1,0.5,11:57:00
3,7,25/07/2020,21,4,0.5,10:23:00
3,7,29/07/2020,2,3,0.5,18:56:00
3,7,29/07/2020,3,4,0.5,18:30:00
3,7,29/07/2020,5,2,0.5,18:17:00
3,7,29/07/2020,6,2,0.5,17:05:00
3,7,29/07/2020,7,4,0.5,18:19:00
3,7,29/07/2020,7,4,0.5,18:32:00
3,7,29/07/2020,11,1,0.5,17:23:00
3,7,29/07/2020,13,3,0.5,17:37:00
3,7,29/07/2020,19,5,0.5,17:34:00
3,7,01/08/2020,2,2,0.5,09:17:00
3,7,01/08/2020,5,1,0.5,09:42:00
3,7,01/08/2020,7,4,0.5,08:19:00
3,7,01/08/2020,22,4,0.5,09:26:00
3,7,05/08/2020,1,4,0.5,18:34:00
3,7,05/08/2020,1,5,0.5,18:46:00
3,7,05/08/2020,3,3,0.5,17:29:00
3,7,05/08/2020,3,3,0.5,18:07:00
3,7,05/08/2020,4,1,0.5,16:46:00
3,7,05/08/2020,4,2,0.5,17:01:00
3,7,05/08/2020,6,1,0.5,18:03:00
3,7,05/08/2020,7,5,0.5,18:53:00
3,7,05/08/2020,12,2,0.5,18:19:00
3,7,05/08/2020,12,3,0.5,18:23:00
3,7,05/08/2020,15,2,0.5,16:22:00
3,7,05/08/2020,15,3,0.5,17:05:00
3,7,05/08/2020,17,1,0.5,18:38:00
3,7,05/08/2020,21,4,0.5,18:54:00
3,7,08/08/2020,4,3,0.5,10:38:00
3,7,08/08/2020,4,4,0.5,10:58:00
3,7,08/08/2020,5,3,0.5,13:37:00
3,7,08/08/2020,5,3,0.5,13:54:00
3,7,08/08/2020,11,2,0.5,13:20:00
3,7,08/08/2020,11,5,0.5,13:34:00
3,7,08/08/2020,12,2,0.5,09:54:00
3,7,08/08/2020,13,2,0.5,09:38:00
3,7,08/08/2020,13,2,0.5,09:47:00
3,7,08/08/2020,15,3,0.5,13:54:00
3,7,08/08/2020,22,2,0.5,10:04:00
3,7,12/08/2020,1,4,0.5,18:51:00
3,7,12/08/2020,6,1,0.5,18:42:00
3,7,12/08/2020,13,2,0.5,18:53:00
3,7,12/08/2020,14,1,0.5,16:45:00
3,7,12/08/2020,14,3,0.5,16:48:00
3,7,12/08/2020,18,3,0.5,17:19:00
3,7,15/08/2020,4,4,0.5,13:37:00
3,7,15/08/2020,16,3,0.5,12:00:00
3,7,15/08/2020,16,5,0.5,12:59:00
3,7,19/08/2020,1,2,0.5,17:56:00
3,7,19/08/2020,11,5,0.5,17:07:00
3,7,19/08/2020,24,4,0.5,18:30:00
3,7,22/08/2020,2,5,0.5,12:27:00
3,7,22/08/2020,6,4,0.5,12:50:00
3,7,22/08/2020,7,1,0.5,13:36:00
3,7,22/08/2020,7,2,0.5,13:57:00
3,7,22/08/2020,8,4,0.5,08:57:00
3,7,22/08/2020,8,4,0.5,09:27:00
3,7,22/08/2020,10,5,0.5,13:40:00
3,7,22/08/2020,12,2,0.5,09:41:00
3,7,26/08/2020,1,2,0.5,17:32:00
3,7,26/08/2020,5,4,0.5,18:58:00
3,7,26/08/2020,8,2,0.5,17:44:00
3,7,26/08/2020,17,2,0.5,17:58:00
3,7,26/08/2020,22,5,0.5,18:34:00
3,7,29/08/2020,4,5,0.5,11:06:00
3,7,29/08/2020,8,2,0.5,13:19:00
3,7,29/08/2020,8,3,0.5,13:58:00
3,7,29/08/2020,9,5,0.5,12:33:00
3,7,29/08/2020,11,4,0.5,11:44:00
3,7,29/08/2020,13,1,0.5,13:10:00
3,7,29/08/2020,13,3,0.5,13:11:00
3,7,29/08/2020,14,4,0.5,12:02:00
3,7,29/08/2020,14,2,0.5,12:58:00
3,7,02/09/2020,1,3,0.5,18:53:00
3,7,02/09/2020,5,2,0.5,17:16:00
3,7,02/09/2020,7,1,0.5,17:54:00
3,7,02/09/2020,9,4,0.5,18:43:00
3,7,02/09/2020,23,7,0.5,18:14:00
3,7,02/09/2020,26,6,0.5,18:04:00
3,7,05/09/2020,4,5,0.5,11:34:00
3,7,05/09/2020,9,4,0.5,10:01:00
3,7,05/09/2020,10,5,0.5,11:40:00
3,7,05/09/2020,10,3,0.5,12:10:00
3,7,09/09/2020,2,2,0.5,18:59:00
3,7,09/09/2020,3,3,0.5,18:48:00
3,7,09/09/2020,7,4,0.5,16:53:00
3,7,09/09/2020,12,3,0.5,18:47:00
3,7,09/09/2020,20,4,0.5,18:42:00
3,7,09/09/2020,21,7,0.5,16:43:00
3,7,12/09/2020,3,2,0.5,11:24:00
3,7,12/09/2020,6,1,0.5,13:33:00
3,7,12/09/2020,13,2,0.5,10:51:00
3,7,12/09/2020,14,5,0.5,08:34:00
3,7,12/09/2020,14,2,0.5,08:41:00
3,7,12/09/2020,17,5,0.5,11:04:00
3,7,16/09/2020,1,3,0.5,18:31:00
3,7,16/09/2020,6,2,0.5,18:03:00
3,7,16/09/2020,7,3,0.5,17:28:00
3,7,16/09/2020,11,4,0.5,18:52:00
3,7,16/09/2020,22,2,0.5,18:34:00
3,7,19/09/2020,1,2,0.5,09:45:00
3,7,19/09/2020,6,3,0.5,12:39:00
3,7,19/09/2020,10,4,0.5,12:50:00
3,7,19/09/2020,11,5,0.5,11:59:00
3,7,19/09/2020,13,5,0.5,10:59:00
3,7,19/09/2020,13,5,0.5,11:09:00
3,7,19/09/2020,15,3,0.5,10:56:00
3,7,19/09/2020,22,4,0.5,10:24:00
3,7,23/09/2020,1,4,0.5,17:11:00
3,7,23/09/2020,1,5,0.5,18:01:00
3,7,23/09/2020,11,1,0.5,18:37:00
3,7,23/09/2020,16,2,0.5,18:52:00
3,7,23/09/2020,19,4,0.5,18:35:00
3,7,26/09/2020,1,5,0.5,08:51:00
3,7,26/09/2020,14,4,0.5,08:57:00
3,7,26/09/2020,14,3,0.5,08:58:00
3,7,26/09/2020,21,2,0.5,13:53:00
3,7,26/09/2020,23,2,0.5,12:07:00
3,7,26/09/2020,24,5,0.5,10:41:00
3,7,26/09/2020,24,3,0.5,11:08:00
3,7,30/09/2020,1,4,0.5,18:10:00
3,7,30/09/2020,1,3,0.5,18:18:00
3,7,30/09/2020,6,1,0.5,18:01:00
3,7,30/09/2020,11,2,0.5,17:50:00
3,7,30/09/2020,14,2,0.5,17:05:00
3,7,30/09/2020,15,2,0.5,18:49:00
4,7,03/04/2019,3,1,4,18:44:00
4,7,03/04/2019,59,3,3.5,07:51:00
4,7,03/04/2019,4,1,4,18:09:00
4,7,03/04/2019,5,3,4,18:54:00
4,7,03/04/2019,6,4,4,18:49:00
4,7,03/04/2019,7,5,4,17:59:00
4,7,03/04/2019,12,3,4,18:35:00
4,7,03/04/2019,16,2,4,18:58:00
4,7,06/04/2019,2,5,4,09:34:00
4,7,06/04/2019,5,1,4,11:51:00
4,7,06/04/2019,12,5,4,08:12:00
4,7,06/04/2019,12,5,4,08:41:00
4,7,06/04/2019,14,2,4,13:16:00
4,7,06/04/2019,14,2,4,13:50:00
4,7,06/04/2019,16,5,4,13:12:00
4,7,06/04/2019,16,3,4,13:34:00
4,7,10/04/2019,4,5,4,16:48:00
4,7,10/04/2019,4,3,4,17:27:00
4,7,10/04/2019,5,4,4,18:53:00
4,7,10/04/2019,5,5,4,18:57:00
4,7,10/04/2019,12,4,4,16:45:00
4,7,10/04/2019,12,2,4,16:58:00
4,7,13/04/2019,2,2,4,09:19:00
4,7,13/04/2019,3,4,4,10:50:00
4,7,13/04/2019,3,1,4,11:33:00
4,7,13/04/2019,4,2,4,10:17:00
4,7,13/04/2019,5,5,4,11:49:00
4,7,13/04/2019,11,1,4,08:42:00
4,7,13/04/2019,11,2,4,08:48:00
4,7,13/04/2019,13,4,4,10:29:00
4,7,13/04/2019,13,5,4,11:03:00
4,7,17/04/2019,1,5,3.5,16:09:00
4,7,17/04/2019,2,2,3.5,18:39:00
4,7,17/04/2019,2,5,3.5,18:43:00
4,7,17/04/2019,4,4,3.5,17:51:00
4,7,17/04/2019,4,4,3.5,18:11:00
4,7,17/04/2019,6,4,3.5,17:29:00
4,7,17/04/2019,7,3,3.5,18:52:00
4,7,17/04/2019,9,3,3.5,17:11:00
4,7,17/04/2019,9,4,3.5,17:45:00
4,7,17/04/2019,10,1,3.5,17:16:00
4,7,20/04/2019,2,4,4,13:36:00
4,7,20/04/2019,2,1,4,13:44:00
4,7,20/04/2019,5,1,4,13:27:00
4,7,20/04/2019,7,4,4,09:58:00
4,7,20/04/2019,8,3,4,12:54:00
4,7,20/04/2019,11,4,4,13:30:00
4,7,20/04/2019,11,2,4,13:42:00
4,7,20/04/2019,12,1,4,11:51:00
4,7,24/04/2019,1,3,4,18:22:00
4,7,24/04/2019,2,4,4,18:35:00
4,7,24/04/2019,3,5,4,18:39:00
4,7,24/04/2019,4,3,4,16:59:00
4,7,24/04/2019,8,5,4,18:45:00
4,7,24/04/2019,11,1,4,18:15:00
4,7,24/04/2019,13,1,4,16:27:00
4,7,24/04/2019,13,2,4,17:15:00
4,7,24/04/2019,18,3,4,17:37:00
4,7,27/04/2019,1,1,3.5,12:26:00
4,7,27/04/2019,2,5,3.5,13:19:00
4,7,27/04/2019,2,5,3.5,13:54:00
4,7,27/04/2019,4,3,3.5,12:28:00
4,7,27/04/2019,12,3,3.5,13:32:00
4,7,27/04/2019,13,4,3.5,11:43:00
4,7,27/04/2019,13,2,3.5,11:58:00
4,7,27/04/2019,16,3,3.5,10:52:00
4,7,27/04/2019,17,3,3.5,10:46:00
4,7,01/05/2019,1,4,4,18:49:00
4,7,01/05/2019,1,4,4,18:59:00
4,7,01/05/2019,3,4,4,17:10:00
4,7,01/05/2019,4,2,4,16:47:00
4,7,01/05/2019,4,5,4,17:39:00
4,7,01/05/2019,16,2,4,18:57:00
4,7,04/05/2019,2,1,4,11:24:00
4,7,04/05/2019,4,1,4,10:22:00
4,7,04/05/2019,6,1,4,11:01:00
4,7,04/05/2019,6,1,4,11:14:00
4,7,04/05/2019,7,4,4,11:48:00
4,7,04/05/2019,10,2,4,09:16:00
4,7,04/05/2019,10,4,4,09:41:00
4,7,04/05/2019,11,1,4,10:43:00
4,7,04/05/2019,11,5,4,11:05:00
4,7,04/05/2019,13,1,4,10:33:00
4,7,04/05/2019,17,4,4,13:44:00
4,7,08/05/2019,2,4,4,18:10:00
4,7,08/05/2019,2,1,4,18:17:00
4,7,08/05/2019,3,1,4,17:11:00
4,7,08/05/2019,3,2,4,17:23:00
4,7,08/05/2019,4,5,4,18:03:00
4,7,08/05/2019,5,1,4,16:16:00
4,7,08/05/2019,11,5,4,18:09:00
4,7,08/05/2019,12,1,4,17:30:00
4,7,08/05/2019,18,1,4,18:03:00
4,7,08/05/2019,18,1,4,18:06:00
4,7,11/05/2019,6,2,4,11:00:00
4,7,11/05/2019,6,2,4,11:04:00
4,7,11/05/2019,7,4,4,13:51:00
4,7,11/05/2019,8,2,4,13:37:00
4,7,11/05/2019,8,5,4,13:42:00
4,7,11/05/2019,10,3,4,09:19:00
4,7,11/05/2019,11,5,4,08:53:00
4,7,11/05/2019,12,2,4,09:32:00
4,7,11/05/2019,12,4,4,09:40:00
4,7,15/05/2019,1,2,4,18:28:00
4,7,15/05/2019,1,2,4,18:49:00
4,7,15/05/2019,4,2,4,16:54:00
4,7,15/05/2019,4,2,4,17:23:00
4,7,15/05/2019,8,2,4,18:27:00
4,7,15/05/2019,12,1,4,17:06:00
4,7,15/05/2019,12,1,4,17:27:00
4,7,15/05/2019,13,1,4,18:02:00
4,7,18/05/2019,1,5,4,12:56:00
4,7,18/05/2019,2,5,4,13:41:00
4,7,18/05/2019,7,4,4,10:20:00
4,7,18/05/2019,8,3,4,09:23:00
4,7,18/05/2019,10,5,4,13:40:00
4,7,18/05/2019,10,1,4,13:54:00
4,7,18/05/2019,13,2,4,13:18:00
4,7,18/05/2019,17,2,4,11:04:00
4,7,18/05/2019,17,3,4,11:18:00
4,7,22/05/2019,2,2,4,17:04:00
4,7,22/05/2019,4,1,4,18:53:00
4,7,22/05/2019,7,4,4,17:56:00
4,7,22/05/2019,7,5,4,18:24:00
4,7,22/05/2019,10,3,4,17:25:00
4,7,22/05/2019,12,1,4,17:51:00
4,7,22/05/2019,15,2,4,17:43:00
4,7,22/05/2019,15,4,4,18:26:00
4,7,25/05/2019,2,2,4,13:08:00
4,7,25/05/2019,2,2,4,13:31:00
4,7,25/05/2019,8,2,4,09:10:00
4,7,25/05/2019,10,2,4,12:22:00
4,7,25/05/2019,12,2,4,09:59:00
4,7,25/05/2019,17,2,4,13:50:00
4,7,29/05/2019,1,1,4,17:51:00
4,7,29/05/2019,6,3,4,16:56:00
4,7,29/05/2019,6,4,4,17:36:00
4,7,29/05/2019,7,2,4,18:59:00
4,7,29/05/2019,8,2,4,18:38:00
4,7,29/05/2019,12,3,4,18:04:00
4,7,29/05/2019,12,2,4,18:31:00
4,7,29/05/2019,14,5,4,18:51:00
4,7,29/05/2019,14,3,4,18:57:00
4,7,29/05/2019,15,3,4,18:49:00
4,7,29/05/2019,15,2,4,18:58:00
4,7,01/06/2019,3,5,4,13:55:00
4,7,01/06/2019,5,4,4,13:08:00
4,7,01/06/2019,8,3,4,10:45:00
4,7,01/06/2019,9,2,4,11:55:00
4,7,01/06/2019,9,4,4,12:04:00
4,7,01/06/2019,10,4,4,10:42:00
4,7,05/06/2019,4,5,4,17:00:00
4,7,05/06/2019,4,2,4,17:03:00
4,7,05/06/2019,5,3,4,18:16:00
4,7,05/06/2019,7,2,4,16:30:00
4,7,05/06/2019,11,1,4,18:25:00
4,7,05/06/2019,11,4,4,18:50:00
4,7,05/06/2019,12,2,4,17:54:00
4,7,05/06/2019,12,2,4,18:07:00
4,7,05/06/2019,17,4,4,16:58:00
4,7,08/06/2019,3,3,4,09:59:00
4,7,08/06/2019,4,3,4,12:26:00
4,7,08/06/2019,7,4,4,11:10:00
4,7,08/06/2019,9,3,4,11:35:00
4,7,08/06/2019,10,2,4,09:36:00
4,7,08/06/2019,15,1,4,09:18:00
4,7,08/06/2019,15,1,4,10:09:00
4,7,12/06/2019,1,5,4,17:10:00
4,7,12/06/2019,1,3,4,17:35:00
4,7,12/06/2019,3,2,4,18:26:00
4,7,12/06/2019,6,3,4,18:39:00
4,7,12/06/2019,7,3,4,17:12:00
4,7,12/06/2019,10,2,4,18:48:00
4,7,12/06/2019,17,4,4,18:46:00
4,7,12/06/2019,17,4,4,18:47:00
4,7,15/06/2019,1,3,4,12:56:00
4,7,15/06/2019,2,2,4,09:31:00
4,7,15/06/2019,2,5,4,09:59:00
4,7,15/06/2019,4,5,4,12:23:00
4,7,15/06/2019,8,1,4,13:10:00
4,7,15/06/2019,8,1,4,13:54:00
4,7,15/06/2019,9,5,4,08:37:00
4,7,15/06/2019,11,3,4,12:01:00
4,7,15/06/2019,11,1,4,12:39:00
